order_id,customer_id,email,first_name,created_at,financial_status,fulfillment_status,currency,subtotal_price,total_discounts,total_shipping_price,total_price,product_title,product_category,billing_city,billing_country,billing_country_code,source_name,source_medium,tags
#3070,CUST00920,customer920@example.com,Customer920,2024-01-05 12:49:33,paid,fulfilled,USD,74.25,11.14,4.99,68.1,Yoga Mat Pro,Sports & Fitness,London,United Kingdom,GB,instagram,social,
#1777,CUST00346,customer346@example.com,Customer346,2024-01-05 13:59:22,paid,fulfilled,USD,47.97,0.0,0.0,47.97,Linen Throw Pillow,Home & Living,Dar es Salaam,Tanzania,TZ,facebook,cpc,
#4972,CUST01775,customer1775@example.com,Customer1775,2024-01-05 15:21:32,paid,fulfilled,USD,149.22,0.0,0.0,149.22,Face Serum Vitamin C,Beauty & Skincare,Nairobi,Kenya,KE,organic,organic,
#7281,CUST02796,customer2796@example.com,Customer2796,2024-01-05 17:58:27,paid,fulfilled,USD,71.44,0.0,0.0,71.44,Yoga Mat Pro,Sports & Fitness,Mombasa,Kenya,KE,google,cpc,
#6822,CUST02588,customer2588@example.com,Customer2588,2024-01-05 19:05:21,paid,fulfilled,USD,113.19,0.0,9.99,123.18,Linen Wide-Leg Trousers,Clothing & Apparel,London,United Kingdom,GB,facebook,cpc,
#1049,CUST00022,customer22@example.com,Customer22,2024-01-06 00:00:00,paid,fulfilled,USD,131.82,19.77,0.0,112.05,Face Serum Vitamin C,Beauty & Skincare,Johannesburg,South Africa,ZA,instagram,social,
#3599,CUST01159,customer1159@example.com,Customer1159,2024-01-06 00:00:00,paid,fulfilled,USD,19.8,2.97,0.0,16.83,Phone Stand Adjustable,Electronics,Dubai,United Arab Emirates,AE,tiktok,social,
#5566,CUST02034,customer2034@example.com,Customer2034,2024-01-06 00:00:00,paid,fulfilled,USD,43.08,0.0,9.99,53.07,Moisturiser SPF 50,Beauty & Skincare,Dubai,United Arab Emirates,AE,google,cpc,
#2868,CUST00824,customer824@example.com,Customer824,2024-01-06 00:00:00,paid,fulfilled,USD,60.99,0.0,9.99,70.98,Ceramic Pour-Over Set,Home & Living,Nairobi,Kenya,KE,email,email,
#3079,CUST00925,customer925@example.com,Customer925,2024-01-06 00:00:00,paid,fulfilled,USD,97.78,14.67,4.99,88.1,Linen Throw Pillow,Home & Living,Lagos,Nigeria,NG,organic,organic,
#3926,CUST01308,customer1308@example.com,Customer1308,2024-01-06 00:00:00,paid,fulfilled,USD,91.36,13.7,9.99,87.65,Bamboo Cutting Board,Home & Living,Nairobi,Kenya,KE,organic,organic,
#5175,CUST01861,customer1861@example.com,Customer1861,2024-01-06 00:00:00,paid,unfulfilled,USD,85.06,12.76,0.0,72.3,Printed Silk Scarf,Clothing & Apparel,Dar es Salaam,Tanzania,TZ,email,email,
#4081,CUST01377,customer1377@example.com,Customer1377,2024-01-06 00:00:00,paid,fulfilled,USD,49.07,7.36,0.0,41.71,Leather Belt,Clothing & Apparel,Johannesburg,South Africa,ZA,organic,organic,
#1361,CUST00161,customer161@example.com,Customer161,2024-01-06 09:23:12,paid,fulfilled,USD,66.81,0.0,0.0,66.81,Hair Growth Oil 100ml,Beauty & Skincare,Dubai,United Arab Emirates,AE,email,email,
#1926,CUST00409,customer409@example.com,Customer409,2024-01-06 10:09:36,paid,fulfilled,USD,24.92,0.0,0.0,24.92,USB-C Cable 3-Pack,Electronics,Nairobi,Kenya,KE,organic,organic,
#1722,CUST00323,customer323@example.com,Customer323,2024-01-06 11:40:39,paid,fulfilled,USD,29.13,0.0,6.99,36.12,Bamboo Cutting Board,Home & Living,Kampala,Uganda,UG,google,cpc,
#4357,CUST01503,customer1503@example.com,Customer1503,2024-01-06 14:10:06,paid,unfulfilled,USD,61.67,0.0,0.0,61.67,Linen Wide-Leg Trousers,Clothing & Apparel,Accra,Ghana,GH,google,cpc,
#3811,CUST01257,customer1257@example.com,Customer1257,2024-01-06 18:17:00,paid,fulfilled,USD,45.89,0.0,0.0,45.89,Face Serum Vitamin C,Beauty & Skincare,Mombasa,Kenya,KE,direct,none,
#2904,CUST00843,customer843@example.com,Customer843,2024-01-06 18:56:14,paid,fulfilled,USD,26.65,0.0,0.0,26.65,Lip Balm Set,Beauty & Skincare,London,United Kingdom,GB,google,cpc,
#1917,CUST00406,customer406@example.com,Customer406,2024-01-06 22:08:59,paid,fulfilled,USD,86.1,12.91,4.99,78.18,Hair Growth Oil 100ml,Beauty & Skincare,Accra,Ghana,GH,instagram,social,
#5302,CUST01921,customer1921@example.com,Customer1921,2024-01-06 22:45:47,paid,fulfilled,USD,29.91,0.0,9.99,39.9,Oversized Cotton Tee,Clothing & Apparel,London,United Kingdom,GB,direct,none,
#4117,CUST01391,customer1391@example.com,Customer1391,2024-01-07 00:00:00,paid,fulfilled,USD,58.03,0.0,9.99,68.02,Moisturiser SPF 50,Beauty & Skincare,Mombasa,Kenya,KE,facebook,cpc,
#4199,CUST01431,customer1431@example.com,Customer1431,2024-01-07 00:00:00,paid,fulfilled,USD,104.85,0.0,0.0,104.85,Hair Growth Oil 100ml,Beauty & Skincare,Mombasa,Kenya,KE,organic,organic,
#6873,CUST02613,customer2613@example.com,Customer2613,2024-01-07 00:00:00,paid,fulfilled,USD,59.84,0.0,4.99,64.83,Portable Charger 10000mAh,Electronics,Nairobi,Kenya,KE,organic,organic,
#4444,CUST01539,customer1539@example.com,Customer1539,2024-01-07 00:00:00,paid,fulfilled,USD,44.07,0.0,4.99,49.06,Hair Growth Oil 100ml,Beauty & Skincare,Mombasa,Kenya,KE,google,cpc,
#2565,CUST00691,customer691@example.com,Customer691,2024-01-07 00:00:00,paid,fulfilled,USD,55.14,0.0,4.99,60.13,Portable Charger 10000mAh,Electronics,Accra,Ghana,GH,email,email,
#3967,CUST01324,customer1324@example.com,Customer1324,2024-01-07 15:01:07,paid,fulfilled,USD,36.77,0.0,0.0,36.77,Resistance Band Set,Sports & Fitness,Johannesburg,South Africa,ZA,facebook,cpc,
#1768,CUST00342,customer342@example.com,Customer342,2024-01-07 17:02:13,paid,fulfilled,USD,35.4,0.0,6.99,42.39,Resistance Band Set,Sports & Fitness,London,United Kingdom,GB,direct,none,
#6974,CUST02657,customer2657@example.com,Customer2657,2024-01-07 17:25:15,paid,fulfilled,USD,161.17,0.0,4.99,166.16,Face Serum Vitamin C,Beauty & Skincare,Nairobi,Kenya,KE,instagram,social,
#3182,CUST00971,customer971@example.com,Customer971,2024-01-07 19:41:23,paid,fulfilled,USD,35.47,0.0,9.99,45.46,Water Bottle 1L,Sports & Fitness,Dar es Salaam,Tanzania,TZ,google,cpc,
#6420,CUST02423,customer2423@example.com,Customer2423,2024-01-08 00:00:00,paid,fulfilled,USD,32.35,4.85,0.0,27.5,Water Bottle 1L,Sports & Fitness,Dar es Salaam,Tanzania,TZ,direct,none,
#5312,CUST01925,customer1925@example.com,Customer1925,2024-01-08 00:00:00,paid,fulfilled,USD,61.37,9.21,0.0,52.16,Wireless Earbuds,Electronics,Nairobi,Kenya,KE,facebook,cpc,
#1241,CUST00110,customer110@example.com,Customer110,2024-01-08 00:00:00,paid,fulfilled,USD,58.82,0.0,6.99,65.81,Wireless Earbuds,Electronics,Kampala,Uganda,UG,instagram,social,
#6811,CUST02585,customer2585@example.com,Customer2585,2024-01-08 00:00:00,paid,fulfilled,USD,36.57,0.0,9.99,46.56,Linen Throw Pillow,Home & Living,New York,United States,US,direct,none,
#2672,CUST00738,customer738@example.com,Customer738,2024-01-08 00:00:00,paid,fulfilled,USD,57.22,0.0,9.99,67.21,Leather Belt,Clothing & Apparel,Accra,Ghana,GH,email,email,
#1976,CUST00437,customer437@example.com,Customer437,2024-01-08 00:00:00,paid,fulfilled,USD,27.05,0.0,0.0,27.05,Phone Stand Adjustable,Electronics,Nairobi,Kenya,KE,organic,organic,
#4006,CUST01341,customer1341@example.com,Customer1341,2024-01-08 10:25:47,paid,fulfilled,USD,70.06,10.51,0.0,59.55,Face Serum Vitamin C,Beauty & Skincare,Johannesburg,South Africa,ZA,google,cpc,
#3042,CUST00908,customer908@example.com,Customer908,2024-01-08 15:56:55,paid,fulfilled,USD,67.77,0.0,9.99,77.76,Face Serum Vitamin C,Beauty & Skincare,London,United Kingdom,GB,organic,organic,
#7250,CUST02784,customer2784@example.com,Customer2784,2024-01-08 16:36:10,paid,fulfilled,USD,32.23,0.0,0.0,32.23,Phone Stand Adjustable,Electronics,Dar es Salaam,Tanzania,TZ,tiktok,social,
#1480,CUST00217,customer217@example.com,Customer217,2024-01-09 00:00:00,paid,fulfilled,USD,198.95,0.0,0.0,198.95,Running Shoes,Sports & Fitness,London,United Kingdom,GB,google,cpc,
#3169,CUST00965,customer965@example.com,Customer965,2024-01-09 00:00:00,paid,fulfilled,USD,64.04,0.0,4.99,69.03,Moisturiser SPF 50,Beauty & Skincare,Kampala,Uganda,UG,email,email,
#5568,CUST02035,customer2035@example.com,Customer2035,2024-01-09 00:00:00,paid,fulfilled,USD,81.47,0.0,0.0,81.47,Face Serum Vitamin C,Beauty & Skincare,Nairobi,Kenya,KE,organic,organic,
#5772,CUST02126,customer2126@example.com,Customer2126,2024-01-09 00:00:00,paid,fulfilled,USD,55.82,0.0,9.99,65.81,Linen Throw Pillow,Home & Living,Nairobi,Kenya,KE,google,cpc,
#1806,CUST00358,customer358@example.com,Customer358,2024-01-09 00:00:00,paid,fulfilled,USD,67.76,0.0,0.0,67.76,Yoga Mat Pro,Sports & Fitness,Dar es Salaam,Tanzania,TZ,google,cpc,
#7190,CUST02759,customer2759@example.com,Customer2759,2024-01-09 08:16:02,paid,fulfilled,USD,37.7,0.0,9.99,47.69,Scented Soy Candle,Home & Living,Kampala,Uganda,UG,instagram,social,
#5407,CUST01969,customer1969@example.com,Customer1969,2024-01-09 09:33:17,paid,fulfilled,USD,47.39,7.11,0.0,40.28,Moisturiser SPF 50,Beauty & Skincare,Dubai,United Arab Emirates,AE,google,cpc,
#2946,CUST00862,customer862@example.com,Customer862,2024-01-09 11:57:40,paid,fulfilled,USD,85.87,0.0,6.99,92.86,Face Serum Vitamin C,Beauty & Skincare,Accra,Ghana,GH,instagram,social,
#2145,CUST00511,customer511@example.com,Customer511,2024-01-09 12:47:52,paid,fulfilled,USD,55.8,0.0,0.0,55.8,Linen Throw Pillow,Home & Living,Nairobi,Kenya,KE,google,cpc,
#5761,CUST02121,customer2121@example.com,Customer2121,2024-01-09 13:53:39,paid,fulfilled,USD,39.45,0.0,9.99,49.44,Leather Belt,Clothing & Apparel,Mombasa,Kenya,KE,organic,organic,
#4137,CUST01400,customer1400@example.com,Customer1400,2024-01-09 14:53:29,paid,fulfilled,USD,22.92,3.44,6.99,26.47,Phone Stand Adjustable,Electronics,Lagos,Nigeria,NG,google,cpc,
#7097,CUST02716,customer2716@example.com,Customer2716,2024-01-09 17:04:24,paid,fulfilled,USD,76.24,0.0,4.99,81.23,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,instagram,social,
#7240,CUST02780,customer2780@example.com,Customer2780,2024-01-09 19:20:40,paid,fulfilled,USD,61.01,0.0,6.99,68.0,Linen Wide-Leg Trousers,Clothing & Apparel,Johannesburg,South Africa,ZA,organic,organic,
#4461,CUST01546,customer1546@example.com,Customer1546,2024-01-09 20:23:26,paid,fulfilled,USD,82.84,0.0,6.99,89.83,Linen Wide-Leg Trousers,Clothing & Apparel,Dubai,United Arab Emirates,AE,google,cpc,
#3825,CUST01263,customer1263@example.com,Customer1263,2024-01-10 00:00:00,paid,fulfilled,USD,19.59,0.0,0.0,19.59,Water Bottle 1L,Sports & Fitness,Accra,Ghana,GH,direct,none,
#2179,CUST00523,customer523@example.com,Customer523,2024-01-10 00:00:00,paid,fulfilled,USD,83.07,0.0,9.99,93.06,Face Serum Vitamin C,Beauty & Skincare,Mombasa,Kenya,KE,tiktok,social,
#5211,CUST01876,customer1876@example.com,Customer1876,2024-01-10 00:00:00,paid,fulfilled,USD,61.09,0.0,6.99,68.08,Leather Belt,Clothing & Apparel,Nairobi,Kenya,KE,tiktok,social,
#1072,CUST00035,customer35@example.com,Customer35,2024-01-10 00:00:00,paid,fulfilled,USD,39.13,0.0,9.99,49.12,Bamboo Cutting Board,Home & Living,Nairobi,Kenya,KE,google,cpc,
#6278,CUST02356,customer2356@example.com,Customer2356,2024-01-10 00:00:00,paid,unfulfilled,USD,47.59,0.0,4.99,52.58,Linen Wide-Leg Trousers,Clothing & Apparel,Mombasa,Kenya,KE,google,cpc,
#6961,CUST02650,customer2650@example.com,Customer2650,2024-01-10 00:00:00,paid,fulfilled,USD,58.16,8.72,0.0,49.44,Portable Charger 10000mAh,Electronics,Nairobi,Kenya,KE,facebook,cpc,
#5047,CUST01809,customer1809@example.com,Customer1809,2024-01-10 00:00:00,paid,fulfilled,USD,29.92,4.49,9.99,35.42,Hair Growth Oil 100ml,Beauty & Skincare,Kampala,Uganda,UG,organic,organic,
#2794,CUST00790,customer790@example.com,Customer790,2024-01-10 08:48:09,paid,fulfilled,USD,106.04,15.91,0.0,90.13,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,google,cpc,
#6847,CUST02599,customer2599@example.com,Customer2599,2024-01-10 09:43:48,paid,fulfilled,USD,60.04,0.0,0.0,60.04,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,organic,organic,
#1339,CUST00151,customer151@example.com,Customer151,2024-01-10 11:41:05,paid,fulfilled,USD,66.11,0.0,6.99,73.1,Linen Wide-Leg Trousers,Clothing & Apparel,Mombasa,Kenya,KE,google,cpc,
#3086,CUST00928,customer928@example.com,Customer928,2024-01-10 14:07:53,paid,fulfilled,USD,44.43,6.66,0.0,37.77,Hair Growth Oil 100ml,Beauty & Skincare,Mombasa,Kenya,KE,direct,none,
#6675,CUST02529,customer2529@example.com,Customer2529,2024-01-10 14:15:38,paid,fulfilled,USD,32.88,0.0,9.99,42.87,Hair Growth Oil 100ml,Beauty & Skincare,Nairobi,Kenya,KE,instagram,social,
#4968,CUST01774,customer1774@example.com,Customer1774,2024-01-10 15:09:47,paid,fulfilled,USD,42.65,0.0,6.99,49.64,Oversized Cotton Tee,Clothing & Apparel,Nairobi,Kenya,KE,organic,organic,
#7223,CUST02773,customer2773@example.com,Customer2773,2024-01-11 00:00:00,paid,fulfilled,USD,108.89,0.0,6.99,115.88,Ceramic Pour-Over Set,Home & Living,Nairobi,Kenya,KE,instagram,social,
#6754,CUST02559,customer2559@example.com,Customer2559,2024-01-11 00:00:00,paid,fulfilled,USD,25.85,0.0,0.0,25.85,Resistance Band Set,Sports & Fitness,Nairobi,Kenya,KE,organic,organic,
#4355,CUST01502,customer1502@example.com,Customer1502,2024-01-11 00:00:00,paid,fulfilled,USD,20.99,0.0,9.99,30.98,Water Bottle 1L,Sports & Fitness,Nairobi,Kenya,KE,tiktok,social,
#1689,CUST00307,customer307@example.com,Customer307,2024-01-11 00:00:00,paid,fulfilled,USD,14.25,2.14,0.0,12.11,USB-C Cable 3-Pack,Electronics,London,United Kingdom,GB,organic,organic,
#1997,CUST00445,customer445@example.com,Customer445,2024-01-11 00:00:00,paid,fulfilled,USD,45.2,6.78,9.99,48.41,Linen Wide-Leg Trousers,Clothing & Apparel,Nairobi,Kenya,KE,instagram,social,
#6767,CUST02566,customer2566@example.com,Customer2566,2024-01-11 00:00:00,paid,fulfilled,USD,56.27,0.0,0.0,56.27,Portable Charger 10000mAh,Electronics,Dar es Salaam,Tanzania,TZ,instagram,social,
#6191,CUST02315,customer2315@example.com,Customer2315,2024-01-11 00:00:00,paid,fulfilled,USD,69.57,10.44,6.99,66.12,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,tiktok,social,
#1455,CUST00206,customer206@example.com,Customer206,2024-01-11 13:35:40,paid,fulfilled,USD,60.99,9.15,4.99,56.83,Water Bottle 1L,Sports & Fitness,Mombasa,Kenya,KE,facebook,cpc,
#2372,CUST00605,customer605@example.com,Customer605,2024-01-11 14:45:45,paid,fulfilled,USD,74.2,0.0,0.0,74.2,Face Serum Vitamin C,Beauty & Skincare,Dar es Salaam,Tanzania,TZ,organic,organic,
#2493,CUST00657,customer657@example.com,Customer657,2024-01-11 16:13:47,paid,fulfilled,USD,58.41,0.0,0.0,58.41,Linen Throw Pillow,Home & Living,Lagos,Nigeria,NG,direct,none,
#3841,CUST01274,customer1274@example.com,Customer1274,2024-01-11 16:49:54,paid,fulfilled,USD,79.2,0.0,9.99,89.19,Wireless Earbuds,Electronics,Nairobi,Kenya,KE,organic,organic,
#4794,CUST01694,customer1694@example.com,Customer1694,2024-01-11 21:17:03,paid,fulfilled,USD,21.4,3.21,4.99,23.18,Resistance Band Set,Sports & Fitness,Nairobi,Kenya,KE,instagram,social,
#6267,CUST02350,customer2350@example.com,Customer2350,2024-01-11 21:30:38,paid,fulfilled,USD,67.62,0.0,0.0,67.62,Scented Soy Candle,Home & Living,Nairobi,Kenya,KE,facebook,cpc,
#4869,CUST01727,customer1727@example.com,Customer1727,2024-01-11 22:47:44,paid,fulfilled,USD,57.45,8.62,6.99,55.82,Phone Stand Adjustable,Electronics,Nairobi,Kenya,KE,instagram,social,
#6885,CUST02618,customer2618@example.com,Customer2618,2024-01-12 00:00:00,paid,fulfilled,USD,50.28,7.54,9.99,52.73,Portable Charger 10000mAh,Electronics,Johannesburg,South Africa,ZA,facebook,cpc,
#6210,CUST02324,customer2324@example.com,Customer2324,2024-01-12 00:00:00,paid,fulfilled,USD,200.05,30.01,4.99,175.03,Wireless Earbuds,Electronics,Johannesburg,South Africa,ZA,google,cpc,
#1324,CUST00146,customer146@example.com,Customer146,2024-01-12 00:00:00,paid,fulfilled,USD,45.52,0.0,0.0,45.52,Scented Soy Candle,Home & Living,Nairobi,Kenya,KE,google,cpc,
#3902,CUST01299,customer1299@example.com,Customer1299,2024-01-12 00:00:00,paid,fulfilled,USD,21.25,0.0,4.99,26.24,USB-C Cable 3-Pack,Electronics,Nairobi,Kenya,KE,instagram,social,
#3604,CUST01162,customer1162@example.com,Customer1162,2024-01-12 00:00:00,paid,fulfilled,USD,177.98,0.0,9.99,187.97,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,google,cpc,
#1437,CUST00200,customer200@example.com,Customer200,2024-01-12 00:00:00,paid,fulfilled,USD,75.43,11.31,6.99,71.11,Scented Soy Candle,Home & Living,Kampala,Uganda,UG,facebook,cpc,
#4762,CUST01679,customer1679@example.com,Customer1679,2024-01-12 00:00:00,paid,fulfilled,USD,23.68,0.0,4.99,28.67,Oversized Cotton Tee,Clothing & Apparel,Johannesburg,South Africa,ZA,facebook,cpc,
#5648,CUST02072,customer2072@example.com,Customer2072,2024-01-12 00:00:00,paid,fulfilled,USD,68.42,0.0,6.99,75.41,Linen Wide-Leg Trousers,Clothing & Apparel,New York,United States,US,organic,organic,
#2933,CUST00857,customer857@example.com,Customer857,2024-01-12 16:23:37,paid,fulfilled,USD,40.99,0.0,9.99,50.98,Resistance Band Set,Sports & Fitness,Mombasa,Kenya,KE,google,cpc,
#6016,CUST02232,customer2232@example.com,Customer2232,2024-01-12 17:54:53,paid,fulfilled,USD,103.5,0.0,0.0,103.5,Wireless Earbuds,Electronics,Nairobi,Kenya,KE,email,email,
#6692,CUST02534,customer2534@example.com,Customer2534,2024-01-12 20:37:10,paid,fulfilled,USD,58.35,0.0,4.99,63.34,Oversized Cotton Tee,Clothing & Apparel,New York,United States,US,organic,organic,
#4329,CUST01488,customer1488@example.com,Customer1488,2024-01-12 21:31:03,paid,fulfilled,USD,52.1,0.0,4.99,57.09,Yoga Mat Pro,Sports & Fitness,London,United Kingdom,GB,organic,organic,
#2691,CUST00744,customer744@example.com,Customer744,2024-01-12 21:36:26,paid,fulfilled,USD,82.5,0.0,4.99,87.49,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,tiktok,social,
#5502,CUST02010,customer2010@example.com,Customer2010,2024-01-13 00:00:00,paid,fulfilled,USD,25.86,0.0,0.0,25.86,Water Bottle 1L,Sports & Fitness,Nairobi,Kenya,KE,instagram,social,
#1020,CUST00008,customer8@example.com,Customer8,2024-01-13 00:00:00,paid,fulfilled,USD,22.83,0.0,0.0,22.83,Oversized Cotton Tee,Clothing & Apparel,Accra,Ghana,GH,direct,none,
#3430,CUST01081,customer1081@example.com,Customer1081,2024-01-13 00:00:00,paid,fulfilled,USD,112.89,16.93,6.99,102.95,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,email,email,
#3418,CUST01076,customer1076@example.com,Customer1076,2024-01-13 00:00:00,paid,fulfilled,USD,25.25,0.0,0.0,25.25,Water Bottle 1L,Sports & Fitness,Accra,Ghana,GH,direct,none,
#2466,CUST00645,customer645@example.com,Customer645,2024-01-13 11:49:03,paid,fulfilled,USD,92.48,0.0,6.99,99.47,Portable Charger 10000mAh,Electronics,New York,United States,US,tiktok,social,
#2848,CUST00813,customer813@example.com,Customer813,2024-01-13 12:03:02,paid,fulfilled,USD,62.08,9.31,9.99,62.76,Portable Charger 10000mAh,Electronics,Kampala,Uganda,UG,tiktok,social,
#6593,CUST02499,customer2499@example.com,Customer2499,2024-01-13 14:10:10,paid,fulfilled,USD,35.91,0.0,0.0,35.91,Bamboo Cutting Board,Home & Living,Nairobi,Kenya,KE,direct,none,
#3976,CUST01329,customer1329@example.com,Customer1329,2024-01-13 22:23:21,paid,fulfilled,USD,239.48,0.0,9.99,249.47,Running Shoes,Sports & Fitness,London,United Kingdom,GB,google,cpc,
#1809,CUST00360,customer360@example.com,Customer360,2024-01-14 00:00:00,paid,fulfilled,USD,64.29,0.0,0.0,64.29,Ceramic Pour-Over Set,Home & Living,Nairobi,Kenya,KE,tiktok,social,
#4074,CUST01375,customer1375@example.com,Customer1375,2024-01-14 00:00:00,paid,fulfilled,USD,62.06,9.31,4.99,57.74,Ceramic Pour-Over Set,Home & Living,New York,United States,US,organic,organic,
#5682,CUST02089,customer2089@example.com,Customer2089,2024-01-14 00:00:00,paid,fulfilled,USD,73.5,0.0,9.99,83.49,Portable Charger 10000mAh,Electronics,London,United Kingdom,GB,organic,organic,
#5383,CUST01956,customer1956@example.com,Customer1956,2024-01-14 00:00:00,paid,fulfilled,USD,104.44,0.0,6.99,111.43,Printed Silk Scarf,Clothing & Apparel,Nairobi,Kenya,KE,google,cpc,
#1025,CUST00011,customer11@example.com,Customer11,2024-01-14 08:33:59,paid,fulfilled,USD,60.73,0.0,0.0,60.73,Phone Stand Adjustable,Electronics,Dar es Salaam,Tanzania,TZ,tiktok,social,
#4096,CUST01383,customer1383@example.com,Customer1383,2024-01-14 10:29:32,paid,fulfilled,USD,77.35,0.0,0.0,77.35,Hair Growth Oil 100ml,Beauty & Skincare,London,United Kingdom,GB,email,email,
#3232,CUST00990,customer990@example.com,Customer990,2024-01-14 15:22:40,paid,fulfilled,USD,63.54,0.0,4.99,68.53,Bamboo Cutting Board,Home & Living,Dar es Salaam,Tanzania,TZ,email,email,
#1787,CUST00350,customer350@example.com,Customer350,2024-01-14 16:44:27,paid,fulfilled,USD,36.96,0.0,0.0,36.96,Leather Belt,Clothing & Apparel,London,United Kingdom,GB,direct,none,
#2521,CUST00668,customer668@example.com,Customer668,2024-01-14 18:31:32,paid,fulfilled,USD,64.69,0.0,4.99,69.68,Linen Wide-Leg Trousers,Clothing & Apparel,Accra,Ghana,GH,direct,none,
#1739,CUST00330,customer330@example.com,Customer330,2024-01-14 19:56:34,paid,fulfilled,USD,44.71,0.0,0.0,44.71,Resistance Band Set,Sports & Fitness,Kampala,Uganda,UG,direct,none,
#1548,CUST00243,customer243@example.com,Customer243,2024-01-15 00:00:00,paid,fulfilled,USD,41.31,0.0,9.99,51.3,Leather Belt,Clothing & Apparel,Mombasa,Kenya,KE,instagram,social,
#6554,CUST02482,customer2482@example.com,Customer2482,2024-01-15 00:00:00,paid,fulfilled,USD,61.48,9.22,9.99,62.25,Water Bottle 1L,Sports & Fitness,Nairobi,Kenya,KE,direct,none,
#3720,CUST01219,customer1219@example.com,Customer1219,2024-01-15 00:00:00,paid,fulfilled,USD,54.92,0.0,0.0,54.92,Phone Stand Adjustable,Electronics,London,United Kingdom,GB,instagram,social,
#6074,CUST02262,customer2262@example.com,Customer2262,2024-01-15 00:00:00,paid,fulfilled,USD,48.05,0.0,6.99,55.04,Hair Growth Oil 100ml,Beauty & Skincare,Johannesburg,South Africa,ZA,email,email,
#2455,CUST00640,customer640@example.com,Customer640,2024-01-15 00:00:00,paid,fulfilled,USD,31.52,0.0,6.99,38.51,Scented Soy Candle,Home & Living,Dubai,United Arab Emirates,AE,instagram,social,
#1802,CUST00357,customer357@example.com,Customer357,2024-01-15 00:00:00,paid,fulfilled,USD,61.45,0.0,9.99,71.44,Resistance Band Set,Sports & Fitness,Nairobi,Kenya,KE,facebook,cpc,
#2342,CUST00592,customer592@example.com,Customer592,2024-01-15 00:00:00,paid,fulfilled,USD,29.84,4.48,4.99,30.35,Water Bottle 1L,Sports & Fitness,Nairobi,Kenya,KE,tiktok,social,
#1528,CUST00236,customer236@example.com,Customer236,2024-01-15 09:56:40,paid,unfulfilled,USD,57.23,8.58,9.99,58.64,Leather Belt,Clothing & Apparel,Dar es Salaam,Tanzania,TZ,email,email,
#5183,CUST01865,customer1865@example.com,Customer1865,2024-01-15 10:15:21,paid,fulfilled,USD,53.46,8.02,0.0,45.44,Ceramic Pour-Over Set,Home & Living,Johannesburg,South Africa,ZA,google,cpc,
#3415,CUST01075,customer1075@example.com,Customer1075,2024-01-15 10:56:25,paid,fulfilled,USD,43.86,6.58,0.0,37.28,Leather Belt,Clothing & Apparel,Kampala,Uganda,UG,facebook,cpc,
#3660,CUST01191,customer1191@example.com,Customer1191,2024-01-15 12:09:32,paid,fulfilled,USD,106.96,16.04,0.0,90.92,Running Shoes,Sports & Fitness,Nairobi,Kenya,KE,email,email,
#6866,CUST02609,customer2609@example.com,Customer2609,2024-01-15 13:04:13,paid,fulfilled,USD,98.16,0.0,0.0,98.16,Printed Silk Scarf,Clothing & Apparel,Dar es Salaam,Tanzania,TZ,email,email,
#3011,CUST00894,customer894@example.com,Customer894,2024-01-15 14:10:23,paid,fulfilled,USD,105.85,15.88,0.0,89.97,Running Shoes,Sports & Fitness,Nairobi,Kenya,KE,organic,organic,
#5794,CUST02135,customer2135@example.com,Customer2135,2024-01-15 14:28:28,paid,fulfilled,USD,40.96,0.0,0.0,40.96,Lip Balm Set,Beauty & Skincare,New York,United States,US,organic,organic,
#5998,CUST02225,customer2225@example.com,Customer2225,2024-01-15 16:08:30,paid,fulfilled,USD,32.71,0.0,0.0,32.71,Bamboo Cutting Board,Home & Living,Kampala,Uganda,UG,google,cpc,
#3956,CUST01319,customer1319@example.com,Customer1319,2024-01-15 19:38:36,paid,fulfilled,USD,56.93,0.0,0.0,56.93,Linen Wide-Leg Trousers,Clothing & Apparel,Dubai,United Arab Emirates,AE,google,cpc,
#5412,CUST01972,customer1972@example.com,Customer1972,2024-01-15 22:16:27,paid,fulfilled,USD,44.32,6.65,0.0,37.67,USB-C Cable 3-Pack,Electronics,Nairobi,Kenya,KE,google,cpc,
#2687,CUST00743,customer743@example.com,Customer743,2024-01-15 22:49:39,paid,fulfilled,USD,83.95,0.0,4.99,88.94,Resistance Band Set,Sports & Fitness,Nairobi,Kenya,KE,google,cpc,
#3372,CUST01052,customer1052@example.com,Customer1052,2024-01-16 00:00:00,paid,unfulfilled,USD,92.0,13.8,9.99,88.19,Leather Belt,Clothing & Apparel,Johannesburg,South Africa,ZA,organic,organic,
#2277,CUST00562,customer562@example.com,Customer562,2024-01-16 00:00:00,paid,fulfilled,USD,34.59,0.0,4.99,39.58,Phone Stand Adjustable,Electronics,Dar es Salaam,Tanzania,TZ,direct,none,
